FSTVL_NM,OPAR_NM,FSTVL_CN,TEL_NO,HMPG_URL,FCLTY_ROAD_NM_ADDR,LNM_ADDR,LA,LO,BHF_CD,BHF_NM,MESURE_DE,AVRG_TP,AVRG_TOP_TP,AVRG_LWET_TP,TOP_TP,LWET_TP,TOP_TP_OCCRRNC_DE,LWET_TP_OCCRRNC_DE,AVRG_ARCSR,AVRG_PARTN_HD,AVRG_WIND_VE
제29회 덕수리 전통민속 재현행사,덕수리민속공연장 (제주조각공원운동장),전통민속 재현,647604313,https://seogwipo.go.kr/festivals/deoksuri/info/intro.htm,제주특별자치도 서귀포시 안덕면 일주서로 1836,제주특별자치도 서귀포시 안덕면 덕수리 산 27,33.2541298,126.3222874,189,서귀포,20221101,16.4,20,13.1,24.1,5.2,20221113,20221130,1014,70,1.7
제29회 봉산미술제,봉산문화거리,도슨트아트투어(봉산문화거리 화랑 투어)+ 온라인 VR전시+ 온라인 미술작품경매+ 코로나19 주제의 어린이 작품 온라인 전시 등,536612177,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
제29회 오리문화제,광명극장 등,오리이원익 영우참배+헌화식+오리이원익 청렴 토크콘서트 및 퀴즈대회+메타버스축제장에서 만남 오리 이원익 등,226185800,www.gmcc.or.kr/,경기도 광명시 철망산로 42,경기도 광명시 하안동 718-18,37.4674687,126.8732102,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
제29회 화도진축제,동인천역북광장+화도진공원 일원,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,327706922,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
제2회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,벚꽃길 경관조명 설치+드라이브스루 벚꽃 구경,422516686,https://www.donggu.go.kr/dg/tour/contents/988,,대전광역시 동구 신상동 282,36.35359044,127.4980431,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
제2회 밤일음식문화 거리 축제,밤일음식문화거리 내,음식점할인행사+무료시식+노래자랑+초대공연 등,226805484,,경기도 광명시 밤일안로 19,경기도 광명시 하안동 883-3,37.45285081,126.8630687,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
제2회 북성로 축제,북성로 공구골목 일원,부스프로그램+ 북성로 공업소 투어+ 오픈 스튜디오(작가 공방 오픈)+ 거리전시 및 공연,536612173,,대구광역시 중구 북성로 104,대구광역시 중구 북성로1가 96-2,35.87433558,128.5936894,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
제2회 상록수문화제,상록수공원 및 샘골로 일대,기념음악회+ 체험박람회+ 작품발표회+ 사생대회 등,314813040,https://www2.ansan.go.kr/choiyongshin/main/main.do,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
제2회 인천 송도크루즈 불꽃축제,골든하버 인천항크루즈터미널,멀티미디어 융복합 불꽃공연 및 부대행사,327497304,,인천광역시 연수구 국제항만대로 438,인천광역시 연수구 송도동 300-3,37.425126,126.5916752,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
제30회 성산일출축제,서귀포시 성산일출봉 일원,코로나19 종식 기원 제주 큰굿+성산 10경+열린 음악회 등,647604281,https://www.sunrisefestival.kr/welcome,제주특별자치도 서귀포시 성산읍 일출로 284-12,제주특별자치도 서귀포시 성산읍 성산리 85,33.46223376,126.9368007,189,서귀포,20221101,16.4,20,13.1,24.1,5.2,20221113,20221130,1014,70,1.7
제30회 화도진축제,동인천역북광장+화도진공원 일원,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,327706923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
제31회 동성로축제,동성로 야외무대,비대면 온라인 축제 개최+  동성로가요제+댄스대회+먹방대회+패션쇼외 SNS이벤트(부르GO+ 춤추GO+ 먹GO+입GO 4가지 대회로 구성)+ 축제기간 동성로 일원 4곳  LED전광판 축제영상 송출,536612177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
제32회 동성로축제,동성로 야외무대,비대면 온라인 축제 개최+ 메타버스 비대면 가요제+ 메타버스 비대면 패션쇼+ 동성로 매장 연계 라이브 커머스,536612177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
제33회 정읍사문화제,정읍사문화공원 일원,기념행사+공연행사+부대행사+체험행사,635395173,http://www.jchf.or.kr,전라북도 정읍시 정읍사로 541,전라북도 정읍시 시기동 69-12,35.55073195,126.8615755,245,정읍,20221101,10.1,16.6,4.4,23.9,-3.2,20221112,20221130,1013.2,68,1.4
제33회 화도진축제,동인천역북광장,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,327706923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
제34회 고양행주문화제,행주산성 및 행주산성 역사공원,"행주투석전, 뮤지컬행주대첩, 수상불꽃놀이, 행주국수대첩, 전통놀이한마당 및 시민참여프로그램 등",319609684,http://www.hjfestival.or.kr,경기도 고양시 덕양구 행주로 15번길 89,경기도 고양시 덕양구 행주내동 산26-1,37.59610775,126.8287118,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
제34회 춘천인형극제,춘천인형극장+축제극장몸짓,국내외 인형극 공연 관람+경연대회+퍼레이드,332504391,http://www.cocobau.com/,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3,37.921016,127.720105,101,춘천,20221101,7.5,14.7,1.8,21.4,-7.3,20221111,20221130,1012.6,74,0.9
제36회 우포따오기와 함께하는 비사벌문화제,창녕천 일원,비사벌문화행렬+향토기양제+보부상 장터+드론쇼,,,,경상남도 창녕군 창녕읍 교하리 263-1,35.53941008,128.4971008,285,합천,20221101,9.4,17.8,3.1,22.8,-2.2,20221112,20221105,1017.5,70,0.5
제36회 정약용문화제,정약용유적지 일원,고유제+문예대회+인문학 콘서트+연극해설투어+여유당 음악회+여유당 야행+모바일 스탬프투어+역사 골든벨 등,315902591,http://www.thinkj.or.kr/,경기도 남양주시 조안면 다산로747번길 11,경기도 남양주시 조안면 능내리 94번지,37.51627447,127.299035,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
제39회 순천팔마문화제,순천부 읍성 남문터 광장 및 문화의 거리 일원,"개막식, 개막공연 및 전시",617496802,,전라남도 순천시 중앙로 93,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
제3회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,벚꽃길 드라이브스루(벚꽃관람+랜선 트롯가요제+벚꽃길 체험영상),422516686,https://www.donggu.go.kr/dg/tour/contents/988,,대전광역시 동구 신상동 282,36.35359044,127.4980431,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
제3회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,기념음악회+ 체험박람회+ 작품발표회+ 사생대회 등,314813040,https://www2.ansan.go.kr/choiyongshin/main/main.do,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
제3회 서귀포 은갈치축제,서귀포항 동부두 일원,선상낚시체험+수산물 요리 교실+새벽 경매장 체험,647333501,http://xn--w39ap6a120byyfq5af5t8kbl1x.kr/index.php,제주특별자치도 서귀포시 칠십리로72번길 18,제주특별자치도 서귀포시 서귀동 758-1,33.2399956,126.5664732,189,서귀포,20221101,16.4,20,13.1,24.1,5.2,20221113,20221130,1014,70,1.7
제40회 대한민국연극제,밀양아리랑아트센터 밀양아리나,연극축제,,http://ktf365.org/,경상남도 밀양시 부북면 창밀로 3097-16,,35.53347627,128.7046157,288,밀양,20221101,10.7,18.8,3.9,23.7,-1.5,20221112,20221130,1019.4,62,0.8
제43회 생거진천 문화축제,미정,문화예술공연+민속경기+군민 가요제+각종 체험프로그램,435393603,http://www.jincheon.go.kr,충청북도 진천군 진천읍 백사천길 17,충청북도 진천군 진천읍 읍내리 209-9,36.86152209,127.4420392,131,청주,20221101,10.3,16,5.3,24.5,-4.8,20221112,20221130,1014.3,60,0.9
제44회 지리산피아골단풍축제,토지면 피아골 일원,"○ 대표프로그램 : 단풍제례○ 체험프로그램 : 황금단풍잎을 찾아라, 족욕체험○ 농특산품 판매, 향토음식점, 군홍보관 운영 등",617802255,https://www.gurye.go.kr/tour,전라남도 구례군 토지면 직전길 35,,35.26629179,127.5830587,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
제46회 남명선비문화축제,한국선비문화연구원,남명제례+개막식+공연+경연+전시+체험행사,559706401,http://www.sancheong.go.kr,경상남도 산청군 시천면 남명로240번길 33,경상남도 산청군 시천면 사리 900-27,35.276319,127.846049,289,산청,20221101,9,17.4,2.6,22.4,-3.3,20221101,20221130,1005.2,70,1.2
제49회 지리산평화제,지리산 신선너들+산청공설운동장+성철공원,지리산 산신제+평화상 시상+민속행사+원혼 위령제,559706401,http://www.sancheong.go.kr,경상남도 산청군 시천면 지리산대로 520,경상남도 산청군 시천면 중산리 519,35.293748,127.754118,289,산청,20221101,9,17.4,2.6,22.4,-3.3,20221101,20221130,1005.2,70,1.2
제4회 가족과 함께하는 진안고원 김치보쌈축제,진안고원시장,우리집 김치담그기+사랑의 김장나눔 등,634302393,https://www.jinan.go.kr/festival/,전라북도 진안군 진안읍 시장길 8-17,전라북도 진안군 진안읍 군상리 406-8,35.79268309,127.4284281,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
제4회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,벚꽃 아트길+온라인 공연+경연대회,422516686,https://www.donggu.go.kr/dg/tour/contents/988,,대전광역시 동구 신상동 282,36.35359044,127.4980431,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
제4회 동두천 국제 트레일러닝 대회,종합운동장,천혜의 자연 경관을 바탕으로 명실상부한 국내 최고의 트레일러닝대회,318602209,https://www.ddc.go.kr/info/selectBbsNttView.do?key=906&bbsNo=95&nttNo=84763&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=952&integrDeptCode=info,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
제4회 부산국제매직버스킹챔피언십,해운대 구남로,매직버스킹공연+무대공연+경연대회 등,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16299265,129.1637039,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
제4회 블랙뮤직페스티벌,의정부시청앞 잔디광장 외,힙합장르를 중심으로 하는 의정부 대표 뮤직 페스티벌,318505145,,경기도 의정부시 의정로 1,경기도 의정부시 의정부동 323,37.733386,127.034128,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
제4회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,314813040,https://www2.ansan.go.kr/choiyongshin/main/main.do,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
제53회 영동난계국악축제,레인보우힐링관광지,퍼레이드+숭모제+국악기체험 등,437458916,,충청북도 영동군 영동읍 동정로 1,,,,238,금산,20221101,7.6,16.1,1,23.9,-5.4,20221112,20221130,1000.6,73,0.8
제55회 황토현동학농민혁명기념제,구민사 및 갑오동학혁명기념탑,기념식+공식제례+청소년축전+연계행사+체험행사,635395433,http://www.donghak.or.kr,전라북도 정읍시 덕천면 동학로 742,전라북도 정읍시 덕천면 하학리 산3-5,35.63370584,126.8301188,245,정읍,20221101,10.1,16.6,4.4,23.9,-3.2,20221112,20221130,1013.2,68,1.4
제59회 수원화성문화제,수원화성 일원,정조대왕의 효심과 부국강병의 원대한 꿈으로 축성된 세계문화유산 수원화성에서 펼쳐지는 3일간의 행사,312283068,https://www.swcf.or.kr/hlfl/,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
제5회 겨울공주 군밤축제,온라인,알밤 토크콘서트+공주알밤 디저트 UCC공모전+휴게소 홍보 등,418402056,,충청남도 공주시 금학동 111-1,충청남도 공주시 금학동 111-1,36.43336915,127.124038,236,부여,20221101,9,16.8,2.8,24.1,-4.4,20221112,20221130,1019.9,75,0.9
제5회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,314813040,https://www2.ansan.go.kr/choiyongshin/main/main.do,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
제5회 옥천군민의 날 기념행사,옥천체육센터,주민참여 및 축하가수 공연+군민대상 시상,437303173,,충청북도 옥천군 옥천읍 동부로 39-1,충청북도 옥천군 옥천읍 동부로 39-1,36.3062659,127.5780119,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
제5회 창녕양파가요제,창녕공설운동장 특설무대,경연팀 공연+초대가수공연,,,경상남도 창녕군 창녕읍 창녕대로 305,경상남도 창녕군 창녕읍 퇴천리 61,35.52088133,128.5049206,285,합천,20221101,9.4,17.8,3.1,22.8,-2.2,20221112,20221105,1017.5,70,0.5
제5회 철도마을축제 및 제3회 어린이동요제,조곡동 행정복지센터 일원,"마을축제(체험및부스운영), 동요제",617498387,,전라남도 순천시 자경1길 13,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
제5회의성슈퍼푸드마늘축제,"의성종합운동장, 읍내 시가지 일원 및 남대천","의성 특산물 마늘을 활용한 요리대회, 마늘주제관 등 다채로운 프로그램 운영",548306578,http://www.garlicfestival.co.kr,경상북도 의성군 의성읍 군청길 31,경상북도 의성군 의성읍 후죽리 509-2,36.35290408,128.6972464,278,의성,20221101,7.5,17,0.4,24.6,-5.8,20221112,20221105,1010.8,73,0.7
제68회 백제문화제,금강신관공원,웅진성퍼레이드+체험마당+무대공연+농특산품전시 및 판매,418408112,https://www.baekje.org/kor/,충청남도 공주시 신관동 553,충청남도 공주시 신관동 553,36.47835102,127.1204236,236,부여,20221101,9,16.8,2.8,24.1,-4.4,20221112,20221130,1019.9,75,0.9
제6회 상록수문화제,본오3동공영주차장+ 매화길+ 상록수역 앞 광장,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,314813040,https://www2.ansan.go.kr/choiyongshin/main/main.do,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
제6회 영산강 서창들녘 억새축제,영산강 친수공원 일대(영산강 자전거길 안내센터 앞),"공식행사, 포토존, 비대면 공연, 온라인전시, 부대행사, 재활용 아트 컨테스트, 서창들녘 낙조투어 등",623504792,광주광역시 서구청 > 조회 (seogu.gwangju.kr),광주광역시 서구 서창둑길 377,광주광역시 서구 벽진동 505-1,35.13849414,126.8287286,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
제6회 홍천강 별빛음악 맥주축제,도시산림공원 토리숲,맥주판매 및 공연+이벤트+체험 등,334395853,hccf.or.kr,,강원도 홍천군 홍천읍 갈마곡리 501,,,212,홍천,20221101,6.8,14.4,1.1,21.8,-7.3,20221112,20221130,1005.2,74,0.7
제7회 도심 속 바다축제,노량진수산시장 일대,바다콘서트+맨손활어잡기+모의경매+루프탑 파티+먹거리장터 등,28239330,,서울특별시 동작구 노들로 674,서울특별시 동작구 노량진동 13-6,37.51482396,126.9379739,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
제7회 돈내코계곡 원앙축제,돈내코 유원지,탐방 프로그램+축하공연 등,647604651,https://seogwipo.go.kr/festivals/donnaeko/index.htm,제주특별자치도 서귀포시 돈내코로 114,제주특별자치도 서귀포시 상효동 1459,33.30023859,126.5847715,189,서귀포,20221101,16.4,20,13.1,24.1,5.2,20221113,20221130,1014,70,1.7
제7회 목감천 친환경 축제,우리공원,주민자치프로그램 공연+목감천 가요제 등,226806672,,경기도 광명시 광명로791번길 6,경기도 광명시 광명동 786,37.4710361,126.8486332,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
제7회 상록수문화제,최용신기념관+상록수공원,공연+전시+체험 등,314813040,https://www2.ansan.go.kr/choiyongshin/main/main.do,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
제7회 순천미식대첩,미정,테마별 순천대표맛집 선정,617494833,,전라남도 순천시 장명로 30,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
제8회 김광석노래부르기,김광석길야외콘서트홀,전국 규모 김광석 노래경연 대회 개최+ 유튜브 라이브 중계,536612177,,대구광역시 중구 동덕로8길 34-20(대봉동),대구광역시 중구 대봉동 6-5,35.85982116,128.6066276,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
제8회 낙안읍성 전국 국악대전,낙안읍성 일원,판소리 경연대회 등,617498838,,전라남도 순천시 낙안면 충민길 1,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
제8회 무안황토갯벌축제,무안황토갯벌랜드 일원,"풍요깃발퍼레이드, 농게·낙지·운저리잡기 체험 등",614505472,http://tour.muan.go.kr/,전라남도 무안군 해제면 용산길 140,전라남도 무안군 해제면 유월리 1-1,35.10332391,126.3319409,165,목포,20221101,12.1,16.9,8.3,23.4,-1.7,20221111,20221130,1015.9,69,3.6
제8회 철원 한탄강 얼음트레킹,철원 한탄강 및 승일공원 일원,"개막행사, 얼음트레킹, 똥바람 알통구보대회 등",334505255,https://www.cwgfestival.com,,강원도 철원군 갈말읍 내대리 550,38.188522,127.300353,95,철원,20221101,6.6,13.9,0.5,20.6,-9.7,20221111,20221130,1003.4,77,0.9
제92회 춘향제,광한루원+요천로 일원,춘향제향+춘향선발대회+춘향국악대전+관광지 홍보+다양한 공연 등,636205785,,전라북도 남원시 요천로 1447,전라북도 남원시 천거동 78,35.40413057,127.380504,247,남원,20221101,8.8,16.8,2.4,22.5,-4,20221112,20221130,1005.7,71,1.4
제9회 김광석노래부르기,청라국민체육센터,전국 규모 김광석 노래경연 대회 개최,536612177,,대구광역시 중구 동덕로8길 34-20(대봉동),대구광역시 중구 대봉동 6-5,35.85982116,128.6066276,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
제9회 노을동요제,평택남부문예회관 대공연장,공연+경연대회,3180533542,http://www.noel.or.kr/,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
제9회 향동 마을축제 「은행나무 아래로」,문화의 거리 일원,마을 축제 개최,617498317,,전라남도 순천시 장명로 30,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
제주 해변에서 해양쓰레기의 심각성을 알리다· FILTER-,이호테우해변,해양쓰레기 팝업 전시 및 스토어,647406000,,제주특별자치도 제주시 도리로 15-20,,33.4974594,126.4538441,184,제주,20221101,15.2,19.3,11.8,27.4,4.1,20221128,20221130,1018.7,71,3.1
제주국제관악제,제주도 일대,매해 시원한 관악(管樂)으로 제주의 여름을 식히는 제주국제관악제 제주국제관악콩쿠르가 제주도 일원에서 열린다.,647228704,http://jiwef.org/default/index.php,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,184,제주,20221101,15.2,19.3,11.8,27.4,4.1,20221128,20221130,1018.7,71,3.1
제주들불축제,제주시 애월읍 봉성리 새별오름(평화로변),"소망을품다(삼성혈), 소망,피어올라(제주도 일원 및 새별오름), 소망의오름(새별오름)",647282751,https://www.jejusi.go.kr/buriburi/main.do,,제주특별자치도 제주시 애월읍 봉성리 4554-12,,,184,제주,20221101,15.2,19.3,11.8,27.4,4.1,20221128,20221130,1018.7,71,3.1
제주일노래 상설공연,제주시 향사당,제주일노래 상설공연 및 전시,7045485367,http://www.jejusong.or.kr/,제주특별자치도 제주시 중앙로12길 29,,33.51204595,126.5216322,184,제주,20221101,15.2,19.3,11.8,27.4,4.1,20221128,20221130,1018.7,71,3.1
제천국제음악영화제,"시내일원, 의림지",음악영화제,436462242,http://www.jimff.org,충청북도 제천시 의림대로12길 14-1,충청북도 제천시 청전동 110,37.1493417,128.2160865,221,제천,20221101,6.2,14.4,-0.4,21,-7.3,20221112,20221130,989.4,76,0.9
제천국제음악영화제,의림지 제천시 일원,제천영화음악아카데미 등,436462242,http://www.jimff.org,충청북도 제천시 의병대로12길 14-1,충청북도 제천시 명동 155-1,37.1369797,128.2065521,221,제천,20221101,6.2,14.4,-0.4,21,-7.3,20221112,20221130,989.4,76,0.9
제천의병제,자양영당 등,의병제,436423646,http://www.jecheoncc.or.kr,충청북도 제천시 의림대로 125,충청북도 제천시 중앙로2가 26-1,37.13923321,128.210774,221,제천,20221101,6.2,14.4,-0.4,21,-7.3,20221112,20221130,989.4,76,0.9
조곡동벚꽃축제,남도교통(조곡동665-1)앞,"체험부스, 먹거리부스 운영",617498387,,전라남도 순천시 용당둑길 121,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
종교연합바자회,서울특별시 강북구 한신대신학대학원,종교연합 바자회 기증물품 판매+문화공연 수익금전액 난치병어린이돕기 후원,29016204,www.gangbuk.go.kr,서울특별시 강북구 인수봉로 159,서울특별시 강북구 수유동 498-16,37.6350142,127.0129382,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
종로맛길축제,종로,개폐막 공연+무대행사+기타행사 등(미정),536612645,http://www.jung.daegu.kr/,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
주안미디어문화축제,옛시민회관 쉼터,미추홀의 특색있는 문화자원과 미디어 분야의 융합 콘텐츠를 만날 수 있는 축제 프로그램,328807978,https://www.michuhol.go.kr/culture/main.do,,인천광역시 미추홀구 주안동 190-4,37.4588336,126.6796135,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
중구미술협회전,봉산문화회관 전시실,중구미술협회작가 전시,536612177,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
중구미술협회전,봉산문화회관 전시실,중구미술협회작가 전시,536612177,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
중구미술협회전,봉산문화회관 전시실,중구미술협회작가 전시,536612177,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
중구미술협회전,봉산문화회관 전시실,중구미술협회작가 전시,536612177,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
중구미술협회전,봉산문화회관 전시실,중구미술협회작가 전시,536612177,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
중구미술협회전,봉산문화회관 전시실,중구미술협회작가 전시,536612177,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
중봉충렬제,관성회관 및 안남면표충사,추모제례 및 학술세미나,437335588,,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,36.30209032,127.5731251,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
중봉충렬제,옥천 관성회관 표충사,중봉조헌추모제향 영규대사 추모제 등,437335588,http://www.okcc.or.kr/html/kr,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,36.3020923,127.573129,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
중원한마당축제,종합운동장보조구장,중원구민의 화합을 위한 어울림 한마당 축제,,,경기도 성남시 중원구 제일로 60,경기도 성남시 중원구 성남동 3111,37.43179484,127.139465,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
증도 송어 축제,증도,바다송어 요리 시식회+올레 스템프 투어+한마음 가요 잔치+슬로시티 증도 푸드관+친환경 녹색장터 운영,,https://tour.shinan.go.kr/,전라남도 신안군 증도면 우전리 산115-6,,,,165,목포,20221101,12.1,16.9,8.3,23.4,-1.7,20221111,20221130,1015.9,69,3.6
증평들노래축제,증평민속체험박물관,"핵심프로그램(장뜰두레농요 시연)+전통 농경문화를 테마로 한 공연, 전시·체험프로그램 운영+체험행사(고구마캐기·논놀이·농경체험·오감체험 등)+전시행사(사진전시·국화전시 등)",438353970,https://www.jp.go.kr/tour/prog/tursmCn/sub03_02/view.do?progNo=p00000006370bi3vF1tv,충청북도 증평군 증평읍 둔덕길 89,충청북도 증평군 증평읍 남하리 91,36.7638867,127.5955697,131,청주,20221101,10.3,16,5.3,24.5,-4.8,20221112,20221130,1014.3,60,0.9
