FSTVL_NM,OPAR_NM,FSTVL_CN,TEL_NO,HMPG_URL,FCLTY_ROAD_NM_ADDR,LNM_ADDR,LA,LO,BHF_CD,BHF_NM,MESURE_DE,AVRG_TP,AVRG_TOP_TP,AVRG_LWET_TP,TOP_TP,LWET_TP,TOP_TP_OCCRRNC_DE,LWET_TP_OCCRRNC_DE,AVRG_ARCSR,AVRG_PARTN_HD,AVRG_WIND_VE
의정부 청소년 영화제,의정부시청소년수련관,청소년 영화 상영 및 시상식,318289557,https://uyff.modoo.at/?link=9150i9wb,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
의정부시 청소년 진로페스티벌,의정부시청소년수련관,직업인+학과 소개 및 E-sports 대회 셀프 뷰티등,318289557,,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
의정부시 청소년 행복주간  [가족뮤지컬 ],의정부시청소년수련관,가족뮤지컬- 사람은 무엇으로 사는가?,318289562,,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
의정부시 청소년 행복주간  [명사특강 ],의정부시청소년수련관,권용실교수 자녀와 함께 행복해 지는 방법,318289562,,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
의정부혁신교육지구시즌Ⅲ 학생주도동아리지원사업 지니어스 마을연합축제,의정부시청소년수련관,마을 내 학생주도동아리 교류 축제,318200267,,경기도 의정부시 의정로27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
의좋은형제축제,의좋은 형제공원 일원,예산의 실존인물인 이성만·이순형제와 함께 떠나는 가족여행,413397317,https://gbfesta.kr/,충청남도 예산군 대흥면 의좋은형제길 3,충청남도 예산군 대흥면 상중리 274-1,36.60652823,126.7921951,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
이천도자기축제,이천시 신둔면 예스파크,도자기전시+체험,316362200,http://www.ceramic.or.kr,경기도 이천시 신둔면 도자예술로5번길 109,경기도 이천시 신둔면 고척리 599-6,37.29309775,127.385686,203,이천,20221101,8,15.4,1.7,22.4,-6.7,20221112,20221130,1012.7,74,0.7
이천쌀문화축제,이천농업테마공원,"’이천 쌀밥 명인전’ , ’무지개 가래떡 만들기’, ’세계 쌀 요리 경연대회’, 거북놀이 등",316444135,https://www.ricefestival.or.kr/,경기도 이천시 모가면 공원로 48,,,,203,이천,20221101,8,15.4,1.7,22.4,-6.7,20221112,20221130,1012.7,74,0.7
이태원지구촌축제,이태원 관광특구 일원,거리퍼레이드+세계·한국음식부스 운영+국가 홍보부스+세계민속 공연+문화체험+이태원 특화 공연 및 관내 박물관 등 기관 참여 프로그램 등,,,서울특별시 용산구 이태원로 27가길 42,,,,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
인천산사음악회,호불사+수미정사,힐링음악회,,,"인천광역시 연수구 옥련동 348-196, 인천 미추홀구 매소홀로561번길 26-93",,,,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
인천생활문화축제,인천아트플랫폼 일원,생활문화동아리 공연·체험·전시,,,인천광역시 중구 제물량로218번길 3,,,,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
인천연등축제,인천애뜰광장 및 송도컨벤시아,봉축탑 점등·전시 등,,,"인천광역시 남동국 정각로 29, 인천 연수구 센트럴로 123 송도컨벤시아",,,,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
인천펜타포트 음악축제,송도달빛축제공원,국내·외 아티스트 콘서트,,https://pentaport.co.kr/,인천광역시 연수구 센트럴로 350,,,,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
인천펜타포트 음악축제,송도달빛축제공원,국내·외 아티스트 콘서트,18997188,https://pentaport.co.kr/,인천광역시 연수구 센트럴로 350,,,,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
인형극아카데미,춘천인형극장,찾아가는 인형극 공연+국내외 초청작 인형극 공연+커튼콜 개최(온라인공연 인기작 3팀 무대 공연),332503067,http://www.cocobau.com/,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3,37.921016,127.720105,101,춘천,20221101,7.5,14.7,1.8,21.4,-7.3,20221111,20221130,1012.6,74,0.9
임실N치즈축제,임실치즈테마파크+임실치즈마을,국가대표 왕치즈피자 만들기+우유드림 행복드림 퍼레이드+임실N치즈페어+치즈경매,636433900,www.imsilfestival.com,전라북도 임실군 성수면 도인2길 50,전라북도 임실군 성수면 도인리 689,35.63310329,127.3012599,244,임실,20221101,8.4,16.7,1.6,21.8,-4.2,20221111,20221130,991.5,73,0.8
임실N치즈축제,임실치즈테마파크+임실치즈마을,국가대표 왕치즈피자 만들기+우유드림 행복드림 퍼레이드+임실N치즈페어+치즈경매,636433900,www.imsilfestival.com,전라북도 임실군 성수면 도인2길 50,전라북도 임실군 성수면 도인리 689,35.63310329,127.3012599,244,임실,20221101,8.4,16.7,1.6,21.8,-4.2,20221111,20221130,991.5,73,0.8
입장거봉포도축제,입장거봉포도휴게소,입장거봉포도 휴게소 내 드라이브스루 시식코너+판매장 운영,415216847,,충청남도 천안시 서북구 입장면 하장4길 19,,36.91362961,127.2197586,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
자라섬 국제재즈페스티벌,가평읍 읍내리 자라섬 일원,재즈공연+전시 및 체험+먹거리,315812813,https://www.facebook.com/jarasumjazz,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 달전리 산7,37.82089751,127.5210451,203,이천,20221101,8,15.4,1.7,22.4,-6.7,20221112,20221130,1012.7,74,0.7
자연산 광어.도미 축제,서면 마량포구 일원,맨손으로 광어잡기 체험+기념공원에서 보물찾기,419504016,http://tour.seocheon.go.kr,충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472,235,보령,20221101,10.6,16.4,5.8,24.4,-3.1,20221112,20221130,1019.7,67,1.3
자유공원 축제,자유공원+한중문화관,서예대전 전시 등,327779113,http://www.ijcf.or.kr/,인천광역시 중구 제물량로232번길46,인천광역시 중구 송학동1가 11-1,,,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
잠원나루축제,잠원체육공원,"왕비친잠행사, 주민참여공연, 누에생태체험관, 먹거리장터 운영",,,서초구,,,,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
장 담그는날 행사,광주광역시 남구 콩 종합센터,장담그기,623850455,http://www.namgu.gwangju.kr/menu.es?mid=a70303000000,광주광역시 남구 압촌길78,광주광역시 남구 압촌동101-1,35.09241574,126.8386216,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
장고항실치축제(취소),장고항 일대,실치회시식+맨손으로 물고기잡기+뱅어포만들기+장고항관련 퀴즈,413504271,,충청남도 당진시 석문면 장고항로 298-5,충청남도 당진시 석문면 장고항리 577,37.02885783,126.5619918,129,서산,20221101,9.3,16.1,3.7,22.5,-3.8,20221112,20221130,1018.6,73,1.6
장미꽃 필 무렵,이곡장미공원,축하콘서트+버스킹 공연+장미체험부스 운영,535849712,http://www.dalseo.daegu.kr/,대구광역시 달서구 학산로 45(월성동),,35.82991524,128.5328365,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
장미꽃 필(feel)무렵,이곡장미공원,언택트(비대면) 로즈 in 달서버스킹(유튜브 공개)+로즈 포토존 인증샷 이벤트,535849771,http://www.dscf.or.kr,대구광역시 달서구 선원남로 129,대구광역시 달서구 이곡동 1306-6,35.85741363,128.514463,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
장보고수산물축제,"해변공원, 장보고기념관 일원","전통노젓기, 해조류김밥만들기, 열린무대 등",615505411,www.wando.go.kr,전라남도 완도군 완도읍 해변공원로 24,전라남도 완도군 완도읍 군내리 1443-1,34.31744706,126.7527592,170,완도,20221101,12.9,18.2,8.5,21.9,0.1,20221101,20221130,1016.9,69,1.8
장성탄탄축제활기찬동행,장성중앙시장 일원,공연+체험프로그램+부스 운영 등,335816903,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,216,태백,20221101,5.9,13.3,-0.3,19.8,-9.7,20221112,20221130,936.7,65,1
장수 한우랑 사과랑 축제,전라북도 장수군 의암공원 및 누리파크 일원,대표프로그램 등 7개분야 70여개 프로그램,633502356,http://www.jangsufestival.com,전라북도 장수군 장수읍 한누리로 393,전라북도 장수군 장수읍 두산리 472,35.6411154,127.5181094,248,장수,20221101,6.9,15.9,-0.1,22.6,-6.3,20221112,20221130,973.1,74,1.1
저전동 상가골목축제,저전동 일방통행로(남교오거리~순천여고),상가 골목축제 운영,617493471,,전라남도 순천시 저전길 54,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
전국 발효식품 홍보대전,순천만생태문화교육원,"개막식, 발효식품 경연대회, 전시홍보관 운영, 부대행사 등",617498772,,전라남도 순천시 생태배움길 22 순천만생태문화교육원,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
전국생활문화축제 in강릉,강릉명주예술마당,전국 생활문화 활동 발표+기획 프로그램 등,336476808,,강원도 강릉시 경강로 2021번길9-1,강원도 강릉시 명주동 49-1,37.75040333,128.8898121,105,강릉,20221101,12.7,18.3,8.2,26.5,-3,20221112,20221130,1016.7,55,2.2
전국청소년댄스페스티벌 꿈을 향한 무승부,의정부시청소년수련관,퍼포먼스 댄스경연대회 및 축하공연 등,318289544,,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
전라남도 평생학습박람회,성황스포츠센터,체험+강연,612600114,https://www.jne.go.kr/main/main.do,전라남도 광양시 성황도이로 66-22,전라남도 광양시 도이동 267-1,34.9365101,127.6835692,168,여수,20221101,13.3,17.6,9.8,21.1,-0.9,20221101,20221130,1012.6,60,3.7
전주국제영화제,고사동영화의거리 일대,우수한 국내외 영화를 소개하는 영화축제의 장,632885433,https://www.jeonjufest.kr,전라북도 전주시 완산구 전주객사4길 74-12,전라북도 전주시 완산구 고사동 181,35.82088479,127.1437421,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
전주대사습놀이,국립무형유산원 및 전주한옥마을 일원,국악경연+전야제,632526792,http://www.jjdss.or.kr,전라북도 전주시 덕진구 권삼득로 400,전라북도 전주시 덕진구 덕진동2가 184-1,35.84915665,127.1196082,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
전주독서대전,"전주한벽문화관, 완판본문화관 일원",강연+공연+경연대회 등,632301859,http://jjbook.kr/,전라북도 전주시 완산구 전주천동로 20,전라북도 전주시 완산구 교동 7-1,35.81224642,127.1590306,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
전주문화재야행,전주한옥마을 일대,체험 및 공연,632329938,http://www.jeonjunight.com/,전라북도 전주시 완산구 은행로 3,전라북도 전주시 완산구 풍남동2가 15-7,35.81961325,127.1517715,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
전주세계소리축제,한국소리문화의전당,소리 공연,632328398,https://www.sorifestival.com/,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동1가 산 1-1,35.85477195,127.1393284,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
전주한지문화축제,한국전통문화전당 일원,한지 축제,632712503,https://jjhanji.or.kr,전라북도 전주시 완산구 현무1길 20,전라북도 전주시 완산구 경원동3가 14-2,35.8205657,127.1482307,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
전통산사문화재,원효사 일원,원효사일대 체험 프로그램,624108369,https://www.wonhyosa.org/171,광주광역시 북구 무등로 1514-35,광주광역시 북구 금곡동 846,35.14863464,126.985744,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
전포커피축제,전포카페거리 일원,전포 코오피 스쿨+아바타투어 등 부산진구 SNS를 활용한 다양한 체험+이벤트 프로그램 운영,516054524,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003006000,부산광역시 부산진구 동천로 92(전포동),부산광역시 부산진구 전포동 668-1,35.1570356,129.0630291,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
정남진 장흥물축제,탐진강+편백숲우드랜드,살수대첩+지상최대의물싸움+황금물고기를잡아라+수중줄다리기+워터락풀파티+별밤수다쟁이+지상최대의워터붐,618605771,https://www.jangheung.go.kr/festival,,전라남도 장흥군 장흥읍 건산리 805,,,260,장흥,20221101,10.4,18.4,3.5,22.5,-1.2,20221110,20221118,1015.7,73,1.4
정서진 해넘이 축제,인천 서구 정서진,"일몰이벤트, 축하공연",325605933,http://www.seo.incheon.kr/,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.55843603,126.6074644,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
정선아리랑제,강원도 정선군 정선읍 아라리공원,강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,335632646,www.arirangfestival.kr,강원도 정선군 정선읍 봉양3길 17,강원도 정선군 정선읍 봉양리 253-1,37.38024298,128.6602287,105,강릉,20221101,12.7,18.3,8.2,26.5,-3,20221112,20221130,1016.7,55,2.2
정선아리랑제,강원도 정선군 정선읍 아라리공원,강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,335632646,www.arirangfestival.kr,강원도 정선군 정선읍 봉양3길 17,강원도 정선군 정선읍 봉양리 253-1,37.38024298,128.6602287,105,강릉,20221101,12.7,18.3,8.2,26.5,-3,20221112,20221130,1016.7,55,2.2
정월대보름 달맞이문화제,달성군민체육관,기원제+달집태우기+축하공연,536682174,http://culture.dalseong.daegu.kr,대구광역시 달성군 현풍읍 현풍중앙로 130,,,,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
정월대보름 큰잔치,"도봉구청 광장, 중랑천변","길놀이, 풍물놀이, 소원지 붙이기, 달집태우기, 민속놀이 체험마당,청소년 동아리 프로그램 공연 및 솟대외줄타기 공연",220912254,,서울특별시 도봉구 마들로 656,,37.6707774,127.0483768,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
정월대보름달맞이축제,신천변 생활체육광장,달집태우기+ 민속놀이+ 먹거리 등,536612631,,대구광역시 중구 국채보상로139길 1,대구광역시 중구 동인동2가 177-4,35.86932566,128.6061577,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
정월대보름달맞이축제,신천변 생활체육광장,달집태우기+ 민속놀이+ 먹거리 등,536612631,,대구광역시 중구 국채보상로139길 1,대구광역시 중구 동인동2가 177-4,35.86932566,128.6061577,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
정월대보름달맞이축제,신천변 생활체육광장,달집태우기+ 민속놀이+ 먹거리 등,536612631,,대구광역시 중구 국채보상로139길 1,대구광역시 중구 동인동2가 177-4,35.86932566,128.6061577,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
정월대보름달맞이축제,신천변 생활체육광장,달집태우기+ 민속놀이+ 먹거리 등,536612631,,대구광역시 중구 국채보상로139길 1,대구광역시 중구 동인동2가 177-4,35.86932566,128.6061577,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
정월대보름달맞이축제,신천변 생활체육광장,달집태우기+ 민속놀이+ 먹거리 등,536612631,,대구광역시 중구 국채보상로139길 1,대구광역시 중구 동인동2가 177-4,35.86932566,128.6061577,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
정월대보름달맞이축제,신천변 생활체육광장,달집태우기+ 민속놀이+ 먹거리 등,536612631,,대구광역시 중구 봉산문화길 77,대구광역시 중구 동인동2가 177-4,35.86339725,128.5965647,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
