FCLTY_NM,LC_LA,LC_LO,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,RDNMADR_NM,TIME,SEARCH_SUM,RANK_AVG
인천상륙작전 월미축제,126.5975802,37.4753145,인천광역시,중구,북성동1가,개항동,인천광역시 중구 월미문화로 36,2022-09~2022-09,14.0,1.0
임실N치즈축제,127.302476,35.6328748,전라북도,임실군,성수면,성수면,전라북도 임실군 성수면 도인2길 50,2022-01~2022-09,15160.0,5.0
임자도 민어 축제,126.06984,35.1037252,전라남도,신안군,임자면 광산리,임자면,전남 신안군 임자면 광산리 산 87-19,2022-06~2022-08,455.0,3.0
입장거봉포도축제,127.2197586,36.91362961,충청남도,천안시 서북구,입장면,입장면,충청남도 천안시 서북구 입장면 하장4길 19,2022-01~2022-09,3110.0,5.0
자라섬 국제재즈페스티벌,127.5208644,37.8209476,경기도,가평군,가평읍,가평읍,경기도 가평군 가평읍 자라섬로 60,2022-01~2022-09,1750.0,5.0
자연산 광어.도미 축제,126.5036472,36.1293642,충청남도,서천군,서면,서면,충청남도 서천군 서면 서인로 56,2022-04~2022-09,241.0,4.0
장고항 실치축제,126.559482,37.031566,충청남도,당진시,석문면,석문면,충청남도 당진시 석문면 장고항로 331,2022-01~2022-09,13680.0,5.0
장미꽃 필(feel)무렵,128.5144577,35.85741306,대구광역시,달서구,이곡동,이곡1동,대구광역시 달서구 선원남로 129,2022-04~2022-07,781.0,4.5
장미축제,127.9302965,37.3468572,강원도,원주시,단계동,단계동,강원도 원주시 장미공원길 43-4,2022-01~2022-09,295160.0,5.0
장보고수산물축제,126.7527592,34.31744706,전라남도,완도군,완도읍,완도읍,전라남도 완도군 완도읍 해변공원로 24,2022-02~2022-08,1797.0,5.0
장수 한우랑 사과랑 축제,127.253641,35.6411154,전라북도,장수군,장수읍,장수읍,전라북도 장수군 장수읍 한누리로 393,2022-01~2022-09,9110.0,5.0
전국관악경연대회,127.7260249,37.8785527,강원도,춘천시,중앙로2가,약사명동,강원도 춘천시 중앙로2가 명동길 26-2,2022-01~2022-09,364.0,5.0
전국민속 소싸움 달성대회,128.4810304,35.8128792,대구광역시,달성군,화원읍 성산리,화원읍,대구광역시 달성군 화원읍 사문진로1길 40-14,2022-06~2022-09,21.0,2.5
전국합창경연대회,127.7260249,37.8785527,강원도,춘천시,중앙로2가,약사명동,강원도 춘천시 중앙로2가 명동길 26-2,2022-05~2022-09,121.0,3.0
전주국제발효식품엑스포,127.130912,35.8389558,전라북도,전주시 덕진구,금암동,금암1동,전라북도 전주시 덕진구 기린대로 418,2022-01~2022-09,1120.0,5.0
전주단오축제,127.125162,35.8382201,전라북도,전주시 덕진구,덕진동1가,덕진동,전라북도 전주시 덕진구 덕진동1가 기린대로 451,2022-03~2022-07,1126.0,5.0
전주대사습놀이,127.11964,35.8490089,전라북도,전주시 덕진구,덕진동2가,덕진동,전라북도 전주시 덕진구 덕진동2가 권삼득로 400,2022-01~2022-09,22970.0,5.0
전주세계소리축제,127.1315694,35.8239265,전라북도,전주시 덕진구,진북동,진북동,전라북도 전주시 덕진구 전주천서로 351,2022-01~2022-09,30950.0,5.0
전주한지문화축제,127.1482821,35.8206764,전라북도,전주시 완산구,경원동3가,풍남동,전라북도 전주시 완산구 경원동3가 현무1길 20,2022-01~2022-09,11480.0,5.0
전포카페거리축제,129.0630291,35.1570356,부산광역시,부산진구,전포동,전포제1동,부산광역시 부산진구 동천로 92,2022-05~2022-09,160.0,2.6666666666666665
정서진 해넘이 축제,126.6074637,37.55843765,인천광역시,서구,오류동,오류왕길동,인천광역시 서구 정서진1로 41,2022-04~2022-04,12.0,6.0
정선아리랑제,128.6602287,37.38024298,강원도,정선군,정선읍,정선읍,강원도 정선군 정선읍 봉양3길 17,2022-01~2022-09,37050.0,5.0
정월대보름 달맞이 행사,128.713758,35.8636,대구광역시,동구,서호동,안심3.4동,대구광역시 동구 안심로50길 25,2022-02~2022-02,16.0,8.0
정월대보름 달맞이문화제,128.420644,35.735483,대구광역시,달성군,논공읍,논공읍,대구광역시 달성군 논공읍 비슬로 1169,2022-02~2022-02,12.0,8.0
정월대보름 행사,126.863871,37.516601,서울특별시,양천구,신정동,신정6동,서울특별시 양천구 목동서로 363,2022-01~2022-09,5830.0,5.0
정월대보름달맞이축제,128.1220602,36.118748,경상북도,김천시,남산동,평화남산동,경상북도 김천시 김천로 200,2022-02~2022-09,125.0,3.6666666666666665
정월대보름축제,127.7436448,37.849584,강원도,춘천시,퇴계동,퇴계동,강원도 춘천시 퇴계농공로 40,2022-01~2022-09,820.0,5.0
정월대보름행사,128.9312498,35.96656577,경상북도,영천시,과전동,중앙동,경상북도 영천시 천문로 323,2022-01~2022-09,5830.0,5.0
정조대왕 능행차 공동재현,126.9074923,37.4510151,서울특별시,금천구,시흥동,시흥제5동,서울특별시 금천구 은행나무로 45,2022-01~2022-09,4880.0,5.0
제 9회 수월봉 트레일,126.1612544,33.2947595,제주특별자치도,제주시,한경면,한경면,제주특별자치도 제주시 한경면 노을해안로 1013-70,2022-01~2022-09,482.0,5.0
제10주년 세계인의 날 기념행사,126.8298216,37.3107415,경기도,안산시 단원구,고잔동,호수동,경기도 안산시 단원구 광덕대로 157,2022-05~2022-05,19.0,5.0
제10회 독산성 문화제,127.0770823,37.16022346,경기도,오산시,은계동,중앙동,경기도 오산시 현충로 100,2022-04~2022-09,448.0,3.2
제10회 무궁화축제,127.9040277,37.70765301,강원도,홍천군,홍천읍,홍천읍,강원도 홍천군 홍천읍 홍천로 623-10,2022-01~2022-09,4238.0,5.0
제11주년 세계인의 날 기념행사,126.813771,37.32567447,경기도,안산시 단원구,초지동,초지동,경기도 안산시 단원구 동산로 268,2022-05~2022-05,19.0,5.0
제11회 마포나루새우젓축제,126.901951,37.5642503,서울특별시,마포구,성산동,성산제2동,서울특별시 마포구 월드컵로 207,2022-01~2022-09,2889.0,5.0
제11회 삼락벚꽃축제,128.9764729,35.1688207,부산광역시,사상구,괘법동,괘법동,부산광역시 사상구 낙동대로 1218,2022-02~2022-08,468.0,5.4
제11회 우도소라축제,126.9517219,33.4926799,제주특별자치도,제주시,우도면,우도면,제주특별자치도 제주시 우도면 우도해안길 67,2022-02~2022-09,564.0,4.5
제11회 진안고원 수박축제,127.5747127,35.84147509,전라북도,진안군,동향면,동향면,전라북도 진안군 동향면 진성로 1687,2022-05~2022-09,6785.0,3.0
제12주년 세계인의 날 기념행사,126.8298216,37.3107415,경기도,안산시 단원구,고잔동,호수동,경기도 안산시 단원구 광덕대로 157,2022-05~2022-05,19.0,5.0
제12회 사천시농업한마당축제,126.8298216,37.3107415,경기도,안산시 단원구,고잔동,호수동,경기도 안산시 단원구 광덕대로 157,2022-05~2022-09,169.0,3.0
제12회 지리산산청곶감축제,127.8363661,35.27427006,경상남도,산청군,시천면,시천면,경상남도 산청군 시천면 송하중태길 6,2022-01~2022-09,9759.0,5.0
제13회 기산국악제전,127.9340313,35.27597812,경상남도,산청군,단성면,단성면,경상남도 산청군 단성면 상동길 69,2022-07~2022-09,805.0,2.0
제13회 신성한마음축제,127.3571188,36.3834712,대전광역시,유성구,신성동,신성동,대전광역시 유성구 가정로 120,2022-07~2022-07,10.0,3.0
제13회 신천돗자리음악회,128.606693,35.840562,대구광역시,남구,봉덕동,봉덕2동,대구광역시 남구 용두방천4길 20-8,2022-07~2022-09,55.0,2.0
제13회 영동포도축제,127.7819752,36.1642048,충청북도,영동군,영동읍,영동읍,충청북도 영동군 영동읍 영동황간로 122,2022-01~2022-09,77960.0,5.0
제13회 전국 어울림 마라톤대회,129.160145,37.438232,강원도,삼척시,성남동,성내동,강원도 삼척시 엑스포로 45,2022-08~2022-09,70.0,1.5
제13회 청도유등제,128.7355476,35.6551372,경상북도,청도군,화양읍,화양읍,경상북도 청도군 화양읍 산성강변길 448,2022-04~2022-09,3637.0,3.8
제14회 광명시평생학습축제,126.8684796,37.4743772,경기도,광명시,철산동,철산3동,경기도 광명시 오리로854번길 10,2022-09~2022-09,30.0,1.0
제14회 구즉한마당축제,127.3840991,36.4349801,대전광역시,유성구,송강동,구즉동,대전광역시 유성구 송강로42번길 34,2022-08~2022-09,131.0,1.5
제14회 부산국제매직페스티벌,129.1577913,35.1583123,부산광역시,해운대구,우동,우제1동,부산광역시 해운대구 해운대해변로 236,2022-01~2022-09,69460.0,5.0
제14회 부산국제어린이청소년영화제,129.1270863,35.17103803,부산광역시,해운대구,우동,우제2동,부산광역시 해운대구 수영강변대로 120,2022-01~2022-09,9140.0,5.0
제14회 수국꽃 문화축제,129.0897518,35.05597301,부산광역시,영도구,동삼동,동삼제2동,부산광역시 영도구 전망로 119,2022-04~2022-08,512.0,4.0
제14회 시흥갯골축제,126.7812607,37.38979433,경기도,시흥시,장곡동,장곡동,경기도 시흥시 동서로 287,2022-01~2022-09,90560.0,5.0
제14회 전국해양스포츠제전,126.6825425,37.32695194,경기도,시흥시,정왕동,정왕2동,경기도 시흥시 거북섬공원로 27,2022-01~2022-09,4710.0,5.0
제14회 정읍 구절초꽃축제,127.0188952,35.55427272,전라북도,정읍시,산내면,산내면,전라북도 정읍시 산내면 청정로 926-65,2022-06~2022-09,233.0,2.5
제15회 구리 코스모스 축제,127.081044,37.342841,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2022-01~2022-09,19470.0,5.0
제15회 구리한강 유채꽃 축제,127.081044,37.342841,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2022-02~2022-09,1517.0,4.5
제15회 마곡사신록축제,127.0122348,36.55906839,충청남도,공주시,사곡면,사곡면,충청남도 공주시 사곡면 마곡사로 966,2022-03~2022-07,218.0,5.25
제15회 부산세계불꽃축제,129.1577913,35.1583123,부산광역시,해운대구,우동,우제1동,부산광역시 해운대구 해운대해변로 236,2022-01~2022-09,721.0,4.625
제15회 영등포 여의도 봄꽃축제,126.9165501,37.5310813,서울특별시,영등포구,여의도동,여의동,서울특별시 영등포구 의사당대로 1,2022-01~2022-09,12205.0,5.0
제15회 영산포 홍어축제,126.7140301,34.9996615,전라남도,나주시,영산동,영산동,전라남도 나주시 예향로 3872,2022-01~2022-09,1010.0,5.0
제15회 영양산나물축제,129.1123668,36.66718111,경상북도,영양군,영양읍,영양읍,경상북도 영양군 영양읍 군청길 37,2022-01~2022-09,24678.0,5.0
제15회 진안고원 운장산고로쇠축제,127.395513,35.980285,전라북도,진안군,주천면,주천면,전라북도 진안군 주천면 동상주천로 1800,2022-01~2022-05,2280.0,7.0
제15회 차성문화제,129.2183134,35.2448828,부산광역시,기장군,기장읍,기장읍,부산광역시 기장군 기장읍 읍내로 120,2022-01~2022-09,514.0,4.285714285714286
제15회 파주개성인삼축제,126.7400657,37.8893177,경기도,파주시,문산읍,문산읍,경기도 파주시 문산읍 임진각로 177,2022-01~2022-09,1440.0,5.0
제16회 광명시평생학습축제,126.868457,37.474331,경기도,광명시,철산동,철산3동,경기도 광명시 오리로854번길 10,2022-09~2022-09,30.0,1.0
제16회 구리 코스모스 축제,127.081044,37.342841,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2022-01~2022-09,19470.0,5.0
제16회 구리한강 유채꽃 축제,127.081044,37.342841,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2022-02~2022-09,1517.0,4.5
제16회 마곡사신록축제,127.0122348,36.55906839,충청남도,공주시,사곡면,사곡면,충청남도 공주시 사곡면 마곡사로 966,2022-03~2022-07,218.0,5.25
제16회 방선문축제,126.517844,33.452853,제주특별자치도,제주시,오등동,아라동,제주특별자치도 제주시 거북새미길 50-82,2022-01~2022-07,616.0,5.666666666666667
제16회 추억의 충장축제,126.9230951,35.1461414,광주광역시,동구,서석동,서남동,광주광역시 동구 서남로 1,2022-01~2022-09,1680.0,5.0
제17회 고양 연등문화축제,126.832994,37.63173966,경기도,고양시 덕양구,화정동,화정2동,경기도 고양시 덕양구 화신로260번길 26,2022-03~2022-05,379.0,6.0
제17회 구리 유채꽃 축제,126.832994,37.63173966,경기도,고양시 덕양구,화정동,화정2동,경기도 고양시 덕양구 화신로260번길 26,2022-01~2022-09,3980.0,5.0
제17회 구리 코스모스 축제,127.081044,37.342841,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2022-01~2022-09,19470.0,5.0
제17회 한여름밤의 축제,127.4056373,36.3984811,대전광역시,유성구,전민동,전민동,대전광역시 유성구 엑스포로 476,2022-06~2022-09,757.0,2.5
제18회 구리 유채꽃 축제,126.832994,37.63173966,경기도,고양시 덕양구,화정동,화정2동,경기도 고양시 덕양구 화신로260번길 26,2022-01~2022-09,3980.0,5.0
제18회 구리 코스모스 축제,127.081044,37.342841,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2022-01~2022-09,19470.0,5.0
제18회 사상강변축제,128.9764729,35.1688207,부산광역시,사상구,괘법동,괘법동,부산광역시 사상구 낙동대로 1218,2022-01~2022-09,970.0,4.625
제18회 전라병영성 축제,126.8154678,34.718656,전라남도,강진군,병영면,병영면,전라남도 강진군 병영면 홍교로 593,2022-04~2022-04,13.0,6.0
제18회 합천벚꽃마라톤대회,128.1507189,35.56233059,경상남도,합천군,합천읍,합천읍,경상남도 합천군 합천읍 장수로 1-2,2022-02~2022-09,71.0,5.333333333333333
제18회삼양검은모래축제,126.586391,33.525989,제주특별자치도,제주시,삼양일동,삼양동,제주특별자치도 제주시 선사로8길 13-4,2022-03~2022-09,547.0,4.0
제19회 구리 유채꽃 축제,126.832994,37.63173966,경기도,고양시 덕양구,화정동,화정2동,경기도 고양시 덕양구 화신로260번길 26,2022-01~2022-09,3980.0,5.0
제19회 구리 코스모스 축제,127.081044,37.342841,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2022-01~2022-09,19470.0,5.0
제19회 도두오래물축제,126.4670599,33.50637959,제주특별자치도,제주시,도두일동,도두동,제주특별자치도 제주시 도두항길 22-2,2022-04~2022-09,4047.0,3.5
제19회 사상전통달집놀이,128.9764729,35.1688207,부산광역시,사상구,괘법동,괘법동,부산광역시 사상구 낙동대로 1218,2022-04~2022-06,40.0,5.0
제19회 산청한방약초축제,127.8713587,35.41953901,경상남도,산청군,금서면,금서면,경상남도 산청군 금서면 친환경로2605번길 22,2022-01~2022-09,21590.0,5.0
제19회 전주국제영화제,127.143647,35.8208219,전라북도,전주시 완산구,고사동,중앙동,전라북도 전주시 완산구 전주객사4길 74-12,2022-01~2022-09,271130.0,5.0
제19회광안리어방축제,129.1185216,35.15377436,부산광역시,수영구,광안동,광안제2동,부산광역시 수영구 광안해변로 219,2022-01~2022-09,18130.0,5.0
제1회 대청호 벚꽃축제,127.4978957,36.353279,대전광역시,동구,신상동,대청동,대전광역시 동구 회남로58번길 19-36,2022-01~2022-09,14172.0,5.0
제1회 북성로 축제,128.5827561,35.8732683,대구광역시,중구,인교동,성내3동,대구광역시 중구 북성로1길,2022-06~2022-09,42.0,2.6666666666666665
제1회 상록수문화제,126.8627404,37.2996048,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2022-05~2022-09,185.0,3.3333333333333335
제1회 천년나주목읍성문화축제,126.7167343,35.0329883,전라남도,나주시,과원동,성북동,전라남도 나주시 금성관길 8,2022-06~2022-07,100.0,3.5
제1회의성슈퍼푸드마늘축제,128.6768191,36.35137471,경상북도,의성군,의성읍,의성읍,경상북도 의성군 의성읍 경북대로 5690,2022-05~2022-09,798.0,2.75
제20회 만세보령문화제,126.6121563,36.3326108,충청남도,보령시,명천동,대천4동,충청남도 보령시 성주산로 77,2022-04~2022-09,142.0,3.5
제20회 청양고추.구기자축제,126.804563,36.446571,충청남도,청양군,청양읍,청양읍,충청남도 청양군 청양읍 고리섬들길 108-7,2022-01~2022-09,15660.0,5.0
제20회 한우산 철쭉제,128.2132993,35.42680807,경상남도,의령군,궁류면,궁류면,경상남도 의령군 궁류면 벽계로 172,2022-03~2022-05,122.0,6.0
제21회 고성통일명태축제,128.4541653,38.43974397,강원도,고성군,거진읍,거진읍,강원도 고성군 거진읍 해오름해변길 125,2022-08~2022-09,147.0,1.5
제21회 진잠주민화합한마당,127.3149893,36.2991404,대전광역시,유성구,원내동,진잠동,대전광역시 유성구 진잠로59번길 53,2022-09~2022-09,30.0,1.0
제22회 과천축제,126.9895045,37.4279091,경기도,과천시,중앙동,중앙동,경기도 과천시 통영로 5,2022-01~2022-09,34730.0,5.0
제22회 무안연꽃축제,126.530051,34.860212,전라남도,무안군,일로읍,일로읍,전라남도 무안군 일로읍 백련로 333,2022-01~2022-09,110570.0,5.0
제22회 보령머드축제,126.5171553,36.3043328,충청남도,보령시,신흑동,대천5동,충청남도 보령시 대해로 897-15,2022-01~2022-09,837950.0,5.0
제22회 찰옥수수축제,127.8930626,37.68975727,강원도,홍천군,홍천읍,홍천읍,강원도 홍천군 홍천읍 산림공원1길 29,2022-03~2022-08,576.0,4.2
제23회 단양온달문화축제,128.4929221,37.06295564,충청북도,단양군,영춘면,영춘면,충청북도 단양군 영춘면 온달로 23,2022-01~2022-09,1760.0,5.0
제23회 파주장단콩축제,126.7400657,37.8893177,경기도,파주시,문산읍,문산읍,경기도 파주시 문산읍 임진각로 177,2022-01~2022-09,6150.0,5.0
제23회 황매산철쭉제,127.984829,35.480966,경상남도,합천군,가회면,가회면,경상남도 합천군 가회면 황매산공원길 331,2022-01~2022-09,6825.0,5.0
제24회 봉화산 철쭉제,127.576659,35.52407924,전라북도,남원시,아영면,아영면,전라북도 남원시 아영면 봉화산로 651,2022-02~2022-08,749.0,5.333333333333333
제24회 부산국제영화제,129.1270863,35.17103803,부산광역시,해운대구,우동,우제2동,부산광역시 해운대구 수영강변대로 120,2022-01~2022-09,474370.0,5.0
제24회 부산바다축제,129.1577913,35.1583123,부산광역시,해운대구,우동,우제1동,부산광역시 해운대구 해운대해변로 236,2022-01~2022-09,198790.0,5.0
제24회 송정해변축제,129.1996527,35.17944126,부산광역시,해운대구,송정동,송정동,부산광역시 해운대구 송정해변로 62,2022-05~2022-09,98.0,2.75
제25회 남도음식문화큰잔치,126.7725422,34.6259705,전라남도,강진군,강진읍,강진읍,전라남도 강진군 강진읍 남당로 97-23,2022-01~2022-09,4608.0,5.0
제25회 지리산 바래봉 철쭉제,127.5486175,35.4350897,전라북도,남원시,운봉읍,운봉읍,전라북도 남원시 운봉읍 바래봉길 214,2022-01~2022-09,1905.0,5.0
제26회 연천구석기축제,127.0572224,38.0141103,경기도,연천군,전곡읍,전곡읍,경기도 연천군 전곡읍 선사로 5,2022-01~2022-09,23040.0,5.0
제26회 오리문화제,126.870701,37.463301,경기도,광명시,하안동,하안1동,경기도 광명시 오리로 703,2022-04~2022-09,130.0,3.6
제27회 영도다리축제,129.0391352,35.09450221,부산광역시,영도구,봉래동1가,봉래제1동,부산광역시 영도구 봉래동1가 봉래나루로 82,2022-01~2022-09,37850.0,5.0
제27회 화도진축제,126.632239,37.476747,인천광역시,동구,송현동,송현1.2동,인천광역시 동구 수문통로 4,2022-01~2022-09,2137.0,5.0
제28회 함안낙화놀이,128.4227474,35.25542023,경상남도,함안군,함안면,함안면,경상남도 함안군 함안면 괴산4길 25,2022-01~2022-09,123350.0,5.0
제28회 화도진축제,126.632239,37.476747,인천광역시,동구,송현동,송현1.2동,인천광역시 동구 수문통로 4,2022-01~2022-09,2137.0,5.0
제29회 화도진축제,126.632239,37.476747,인천광역시,동구,송현동,송현1.2동,인천광역시 동구 수문통로 4,2022-01~2022-09,2137.0,5.0
제2회 별빛음악맥주축제,127.893474,37.6894121,강원도,홍천군,홍천읍 갈마곡리,홍천읍,강원도 홍천군 홍천읍 갈마곡리 501,2022-07~2022-08,120.0,2.5
제2회 북성로 축제,128.5827561,35.8732683,대구광역시,중구,인교동,성내3동,대구광역시 중구 북성로1길,2022-06~2022-09,42.0,2.6666666666666665
제2회 상록수문화제,126.8627404,37.2996048,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2022-05~2022-09,185.0,3.3333333333333335
제30회 정읍사문화제,126.8615763,35.55073015,전라북도,정읍시,시기동,초산동,전라북도 정읍시 정읍사로 541,2022-01~2022-09,4800.0,4.625
제30회 화도진축제,126.632239,37.476747,인천광역시,동구,송현동,송현1.2동,인천광역시 동구 수문통로 4,2022-01~2022-09,2137.0,5.0
제31회 지리산 뱀사골 고로쇠 약수제,127.581604,35.3769935,전라북도,남원시,산내면,산내면,전라북도 남원시 산내면 지리산로 842-8,2022-01~2022-06,759.0,6.5
제32회 율곡문화제,126.8709074,37.864271,경기도,파주시,법원읍,법원읍,경기도 파주시 법원읍 자운서원로 184,2022-01~2022-09,678.0,5.0
제32회 함안아라문화제,128.4001528,35.28326216,경상남도,함안군,가야읍,가야읍,경상남도 함안군 가야읍 함안대로 619,2022-01~2022-09,424.0,5.375
제33회 비사벌문화제,128.4987294,35.53835896,경상남도,창녕군,창녕읍,창녕읍,경상남도 창녕군 창녕읍 학천길 13,2022-06~2022-09,307.0,2.5
제35회 대야문화제,128.1694128,35.56452275,경상남도,합천군,합천읍,합천읍,경상남도 합천군 합천읍 동서로 166,2022-05~2022-09,1156.0,2.75
제37회 고성군민의 날 및 수성문화제,128.4649304,38.375898,강원도,고성군,간성읍,간성읍,강원도 고성군 간성읍 수성로 87,2022-03~2022-09,2526.0,3.8
제37회 단양소백산철쭉제,128.4207808,36.9647819,충청북도,단양군,단양읍,단양읍,충청북도 단양군 단양읍 소백산등산길 12,2022-01~2022-09,17432.0,4.625
제37회 제주유채꽃축제,126.7362849,33.38309728,제주특별자치도,서귀포시,표선면,표선면,제주특별자치도 서귀포시 표선면 녹산로 381-15,2022-01~2022-09,15250.0,5.0
제37회 해운대달맞이온천축제,129.1577913,35.1583123,부산광역시,해운대구,우동,우제1동,부산광역시 해운대구 해운대해변로 236,2022-02~2022-09,165.0,4.5
제3회 강진만 춤추는 갈대축제,126.7725422,34.6259705,전라남도,강진군,강진읍,강진읍,전라남도 강진군 강진읍 남당로 97-23,2022-01~2022-09,2526.0,5.0
제3회 낙동강세계평화 문화대축전,128.4011405,36.0182307,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 강변대로 1580,2022-01~2022-09,4398.0,5.0
제3회 노은3동한마음축제,127.3081842,36.3864513,대전광역시,유성구,지족동,노은3동,대전광역시 유성구 지족동로 141,2022-09~2022-09,11.0,1.0
제3회 상록수문화제,126.8627404,37.2996048,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2022-05~2022-09,185.0,3.3333333333333335
제3회 홍천사과축제,127.8930626,37.68975727,강원도,홍천군,홍천읍,홍천읍,강원도 홍천군 홍천읍 산림공원1길 29,2022-01~2022-09,1267.0,5.0
제43회 남명선비문화축제,127.8460504,35.27631899,경상남도,산청군,시천면,시천면,경상남도 산청군 시천면 남명로240번길 33,2022-04~2022-09,357.0,3.25
제46회 강진청자축제,126.8004143,34.5088478,전라남도,강진군,대구면,대구면,전라남도 강진군 대구면 청자촌길 33,2022-01~2022-09,4710.0,5.0
제46회 지리산평화제,127.7505139,35.288395,경상남도,산청군,시천면 중산리,시천면,경상남도 산청군 시천면 지리산대로 496-101,2022-09~2022-09,30.0,1.0
제47회 신라문화제,129.2090768,35.86064257,경상북도,경주시,황성동,황성동,경상북도 경주시 용담로 79-48,2022-01~2022-09,13080.0,5.0
제47회의병제전,128.2674987,35.31557358,경상남도,의령군,의령읍,의령읍,경상남도 의령군 의령읍 구룡로 245-4,2022-01~2022-09,719.0,5.0
제4회 낙동강세계평화 문화대축전,128.4011405,36.0182307,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 강변대로 1580,2022-01~2022-09,4398.0,5.0
제4회 상록수문화제,126.8627404,37.2996048,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2022-05~2022-09,185.0,3.3333333333333335
제4회 서석면 코스모스 축제,128.1737763,37.7184812,강원도,홍천군,서석면 풍암리,서석면,강원도 홍천군 서석면 구룡령로 2402-3,2022-09~2022-09,50.0,1.0
제4회 칠곡 세계 인형음악극 축제,128.4173003,35.99199957,경상북도,칠곡군,왜관읍,왜관읍,경상북도 칠곡군 왜관읍 관문로1길 32,2022-04~2022-09,137.0,3.5
제50회 영동난계국악축제,127.7739921,36.1736274,충청북도,영동군,영동읍,영동읍,충청북도 영동군 영동읍 학산영동로 1244-1,2022-01~2022-09,6000.0,5.0
제52회 황토현동학농민혁명기념제,126.8313917,35.63130705,전라북도,정읍시,덕천면,덕천면,전라북도 정읍시 덕천면 동학로 742,2022-01~2022-09,2780.0,5.0
제56회 수원화성문화제,127.0151511,37.2808736,경기도,수원시 팔달구,남창동,행궁동,경기도 수원시 팔달구 행궁로 11,2022-01~2022-09,26960.0,5.0
제58회 천령문화제,127.7206714,35.52424257,경상남도,함양군,함양읍,함양읍,경상남도 함양군 함양읍 필봉산길 49,2022-03~2022-09,479.0,3.25
제5회 나주마한문화축제,126.6589031,34.91485483,전라남도,나주시,반남면,반남면,전라남도 나주시 반남면 고분로 747,2022-09~2022-09,58.0,1.0
제5회 낙동강세계평화 문화대축전,128.4011405,36.0182307,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 강변대로 1580,2022-01~2022-09,4398.0,5.0
제5회 상록수문화제,126.8627404,37.2996048,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2022-05~2022-09,185.0,3.3333333333333335
제5회 오산천 두바퀴 축제,127.0770823,37.16022346,경기도,오산시,은계동,중앙동,경기도 오산시 현충로 100,2022-02~2022-05,105.0,6.333333333333333
제5회 칠곡 세계 인형음악극 축제,128.4173003,35.99199957,경상북도,칠곡군,왜관읍,왜관읍,경상북도 칠곡군 왜관읍 관문로1길 32,2022-04~2022-09,137.0,3.5
제63회 백제문화제,127.1271045,36.46891899,충청남도,공주시,신관동,신관동,충청남도 공주시 금벽로 368,2022-01~2022-09,138330.0,5.0
제64회 백제문화제,127.1271045,36.46891899,충청남도,공주시,신관동,신관동,충청남도 공주시 금벽로 368,2022-01~2022-09,138330.0,5.0
제65회 백제문화제,127.1271045,36.46891899,충청남도,공주시,신관동,신관동,충청남도 공주시 금벽로 368,2022-01~2022-09,138330.0,5.0
제6회 국제전기자동차엑스포,126.4245153,33.2413649,제주특별자치도,서귀포시,중문동,중문동,제주특별자치도 서귀포시 중문관광로 224,2022-01~2022-09,7770.0,5.0
제6회 낙동강세계평화 문화대축전,128.4011405,36.0182307,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 강변대로 1580,2022-01~2022-09,4398.0,5.0
제6회 상록수문화제,126.8627404,37.2996048,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2022-05~2022-09,185.0,3.3333333333333335
제6회 칠곡 세계 인형음악극 축제,128.4173003,35.99199957,경상북도,칠곡군,왜관읍,왜관읍,경상북도 칠곡군 왜관읍 관문로1길 32,2022-04~2022-09,137.0,3.5
제7회 낙동강세계평화문화 대축전,128.401401,36.019199,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 석적로 226,2022-01~2022-09,4398.0,5.0
제7회 도심 속 바다축제,126.9370259,37.5146006,서울특별시,동작구,노량진동,노량진제2동,서울특별시 동작구 노들로 674,2022-03~2022-09,175.0,4.0
제7회 오산 봄누리 예술축제,127.0487287,37.1728384,경기도,오산시,금암동,신장동,경기도 오산시 수목원로 449,2022-06~2022-06,110.0,4.0
